filename,scenario_id,scenario_type,target_visible,target_x,target_y,target_radius,target_id,beacon_intensity,decoy_count,star_count,noise_level,blur_kernel,width,height,random_seed
synthetic_0026_clean_target.png,1,clean_target,1,471,108,5,Terminal_B,234,0,0,0.0,0,640,480,68
synthetic_0027_clean_target.png,1,clean_target,1,613,388,5,Terminal_B,227,0,0,0.0,0,640,480,69
synthetic_0028_clean_target.png,1,clean_target,1,410,391,7,Terminal_B,237,0,0,0.0,0,640,480,70
synthetic_0029_clean_target.png,1,clean_target,1,329,254,8,Terminal_B,238,0,0,0.0,0,640,480,71
synthetic_0030_clean_target.png,1,clean_target,1,295,411,6,Terminal_B,246,0,0,0.0,0,640,480,72
synthetic_0031_clean_target.png,1,clean_target,1,119,183,7,Terminal_B,250,0,0,0.0,0,640,480,73
synthetic_0032_clean_target.png,1,clean_target,1,368,297,8,Terminal_B,239,0,0,0.0,0,640,480,74
synthetic_0033_clean_target.png,1,clean_target,1,298,206,5,Terminal_B,255,0,0,0.0,0,640,480,75
synthetic_0034_clean_target.png,1,clean_target,1,113,174,7,Terminal_B,254,0,0,0.0,0,640,480,76
synthetic_0035_clean_target.png,1,clean_target,1,293,454,7,Terminal_B,251,0,0,0.0,0,640,480,77
synthetic_0036_clean_target.png,1,clean_target,1,133,155,7,Terminal_B,236,0,0,0.0,0,640,480,78
synthetic_0037_clean_target.png,1,clean_target,1,254,232,7,Terminal_B,242,0,0,0.0,0,640,480,79
synthetic_0038_clean_target.png,1,clean_target,1,242,234,8,Terminal_B,239,0,0,0.0,0,640,480,80
synthetic_0039_clean_target.png,1,clean_target,1,49,376,7,Terminal_B,239,0,0,0.0,0,640,480,81
synthetic_0040_clean_target.png,1,clean_target,1,501,95,5,Terminal_B,254,0,0,0.0,0,640,480,82
synthetic_0041_clean_target.png,1,clean_target,1,435,135,6,Terminal_B,247,0,0,0.0,0,640,480,83
synthetic_0042_clean_target.png,1,clean_target,1,480,39,7,Terminal_B,225,0,0,0.0,0,640,480,84
synthetic_0043_clean_target.png,1,clean_target,1,501,450,5,Terminal_B,248,0,0,0.0,0,640,480,85
synthetic_0044_clean_target.png,1,clean_target,1,79,156,8,Terminal_B,237,0,0,0.0,0,640,480,86
synthetic_0045_clean_target.png,1,clean_target,1,485,383,8,Terminal_B,236,0,0,0.0,0,640,480,87
synthetic_0046_clean_target.png,1,clean_target,1,148,182,7,Terminal_B,227,0,0,0.0,0,640,480,88
synthetic_0047_clean_target.png,1,clean_target,1,247,130,5,Terminal_B,232,0,0,0.0,0,640,480,89
synthetic_0048_clean_target.png,1,clean_target,1,507,449,5,Terminal_B,232,0,0,0.0,0,640,480,90
synthetic_0049_clean_target.png,1,clean_target,1,275,440,5,Terminal_B,235,0,0,0.0,0,640,480,91
synthetic_0050_clean_target.png,1,clean_target,1,533,218,8,Terminal_B,249,0,0,0.0,0,640,480,92
synthetic_0051_clean_target.png,1,clean_target,1,553,452,5,Terminal_B,235,0,0,0.0,0,640,480,93
synthetic_0052_clean_target.png,1,clean_target,1,91,423,7,Terminal_B,250,0,0,0.0,0,640,480,94
synthetic_0053_clean_target.png,1,clean_target,1,532,427,6,Terminal_B,238,0,0,0.0,0,640,480,95
synthetic_0054_clean_target.png,1,clean_target,1,437,153,8,Terminal_B,231,0,0,0.0,0,640,480,96
synthetic_0055_clean_target.png,1,clean_target,1,52,28,8,Terminal_B,242,0,0,0.0,0,640,480,97
synthetic_0056_clean_target.png,1,clean_target,1,391,249,8,Terminal_B,252,0,0,0.0,0,640,480,98
synthetic_0057_clean_target.png,1,clean_target,1,374,381,5,Terminal_B,245,0,0,0.0,0,640,480,99
synthetic_0058_clean_target.png,1,clean_target,1,312,245,8,Terminal_B,227,0,0,0.0,0,640,480,100
synthetic_0059_clean_target.png,1,clean_target,1,196,200,5,Terminal_B,255,0,0,0.0,0,640,480,101
synthetic_0060_clean_target.png,1,clean_target,1,542,311,7,Terminal_B,251,0,0,0.0,0,640,480,102
synthetic_0061_clean_target.png,1,clean_target,1,510,323,5,Terminal_B,247,0,0,0.0,0,640,480,103
synthetic_0062_clean_target.png,1,clean_target,1,531,292,5,Terminal_B,235,0,0,0.0,0,640,480,104
synthetic_0063_clean_target.png,1,clean_target,1,190,395,5,Terminal_B,247,0,0,0.0,0,640,480,105
synthetic_0064_clean_target.png,1,clean_target,1,95,32,5,Terminal_B,250,0,0,0.0,0,640,480,106
synthetic_0065_clean_target.png,1,clean_target,1,453,114,5,Terminal_B,240,0,0,0.0,0,640,480,107
synthetic_0066_clean_target.png,1,clean_target,1,386,197,7,Terminal_B,248,0,0,0.0,0,640,480,108
synthetic_0067_clean_target.png,1,clean_target,1,304,301,8,Terminal_B,229,0,0,0.0,0,640,480,109
synthetic_0068_clean_target.png,1,clean_target,1,270,96,6,Terminal_B,255,0,0,0.0,0,640,480,110
synthetic_0069_clean_target.png,1,clean_target,1,176,251,8,Terminal_B,225,0,0,0.0,0,640,480,111
synthetic_0070_clean_target.png,1,clean_target,1,413,313,5,Terminal_B,251,0,0,0.0,0,640,480,112
synthetic_0071_clean_target.png,1,clean_target,1,254,179,5,Terminal_B,248,0,0,0.0,0,640,480,113
synthetic_0072_clean_target.png,1,clean_target,1,417,128,8,Terminal_B,250,0,0,0.0,0,640,480,114
synthetic_0073_clean_target.png,1,clean_target,1,389,196,5,Terminal_B,236,0,0,0.0,0,640,480,115
synthetic_0074_clean_target.png,1,clean_target,1,501,262,8,Terminal_B,228,0,0,0.0,0,640,480,116
synthetic_0075_clean_target.png,1,clean_target,1,384,287,8,Terminal_B,235,0,0,0.0,0,640,480,117
synthetic_0076_clean_target.png,1,clean_target,1,606,421,5,Terminal_B,239,0,0,0.0,0,640,480,118
synthetic_0077_clean_target.png,1,clean_target,1,384,121,8,Terminal_B,250,0,0,0.0,0,640,480,119
synthetic_0078_clean_target.png,1,clean_target,1,337,260,8,Terminal_B,240,0,0,0.0,0,640,480,120
synthetic_0079_clean_target.png,1,clean_target,1,296,97,6,Terminal_B,241,0,0,0.0,0,640,480,121
synthetic_0080_clean_target.png,1,clean_target,1,415,96,7,Terminal_B,245,0,0,0.0,0,640,480,122
synthetic_0081_clean_target.png,1,clean_target,1,438,88,6,Terminal_B,230,0,0,0.0,0,640,480,123
synthetic_0082_clean_target.png,1,clean_target,1,260,144,7,Terminal_B,234,0,0,0.0,0,640,480,124
synthetic_0083_clean_target.png,1,clean_target,1,213,131,6,Terminal_B,251,0,0,0.0,0,640,480,125
synthetic_0084_clean_target.png,1,clean_target,1,193,46,6,Terminal_B,239,0,0,0.0,0,640,480,126
synthetic_0085_clean_target.png,1,clean_target,1,337,279,5,Terminal_B,246,0,0,0.0,0,640,480,127
synthetic_0086_clean_target.png,1,clean_target,1,339,269,7,Terminal_B,228,0,0,0.0,0,640,480,128
synthetic_0087_clean_target.png,1,clean_target,1,520,418,7,Terminal_B,255,0,0,0.0,0,640,480,129
synthetic_0088_clean_target.png,1,clean_target,1,438,227,5,Terminal_B,232,0,0,0.0,0,640,480,130
synthetic_0089_clean_target.png,1,clean_target,1,425,98,7,Terminal_B,253,0,0,0.0,0,640,480,131
synthetic_0090_clean_target.png,1,clean_target,1,332,124,7,Terminal_B,249,0,0,0.0,0,640,480,132
synthetic_0091_clean_target.png,1,clean_target,1,277,265,7,Terminal_B,231,0,0,0.0,0,640,480,133
synthetic_0092_clean_target.png,1,clean_target,1,544,48,5,Terminal_B,254,0,0,0.0,0,640,480,134
synthetic_0093_clean_target.png,1,clean_target,1,416,124,8,Terminal_B,227,0,0,0.0,0,640,480,135
synthetic_0094_clean_target.png,1,clean_target,1,315,85,5,Terminal_B,226,0,0,0.0,0,640,480,136
synthetic_0095_clean_target.png,1,clean_target,1,595,286,7,Terminal_B,226,0,0,0.0,0,640,480,137
synthetic_0096_clean_target.png,1,clean_target,1,457,161,6,Terminal_B,241,0,0,0.0,0,640,480,138
synthetic_0097_clean_target.png,1,clean_target,1,584,440,5,Terminal_B,250,0,0,0.0,0,640,480,139
synthetic_0098_clean_target.png,1,clean_target,1,548,104,8,Terminal_B,250,0,0,0.0,0,640,480,140
synthetic_0099_clean_target.png,1,clean_target,1,20,228,5,Terminal_B,246,0,0,0.0,0,640,480,141
synthetic_0100_target_with_stars.png,2,target_with_stars,1,42,145,8,Terminal_B,237,0,51,0.0,0,640,480,142
synthetic_0101_target_with_stars.png,2,target_with_stars,1,187,34,5,Terminal_B,237,0,103,0.0,0,640,480,143
synthetic_0102_target_with_stars.png,2,target_with_stars,1,381,22,6,Terminal_B,249,0,76,0.0,0,640,480,144
synthetic_0103_target_with_stars.png,2,target_with_stars,1,452,343,5,Terminal_B,225,0,82,0.0,0,640,480,145
synthetic_0104_target_with_stars.png,2,target_with_stars,1,601,38,6,Terminal_B,253,0,79,0.0,0,640,480,146
synthetic_0105_target_with_stars.png,2,target_with_stars,1,391,146,7,Terminal_B,251,0,119,0.0,0,640,480,147
synthetic_0106_target_with_stars.png,2,target_with_stars,1,155,20,6,Terminal_B,235,0,102,0.0,0,640,480,148
synthetic_0107_target_with_stars.png,2,target_with_stars,1,535,118,5,Terminal_B,232,0,98,0.0,0,640,480,149
synthetic_0108_target_with_stars.png,2,target_with_stars,1,529,238,5,Terminal_B,251,0,106,0.0,0,640,480,150
synthetic_0109_target_with_stars.png,2,target_with_stars,1,62,343,8,Terminal_B,245,0,126,0.0,0,640,480,151
synthetic_0110_target_with_stars.png,2,target_with_stars,1,513,103,7,Terminal_B,239,0,122,0.0,0,640,480,152
synthetic_0111_target_with_stars.png,2,target_with_stars,1,244,360,6,Terminal_B,225,0,67,0.0,0,640,480,153
synthetic_0112_target_with_stars.png,2,target_with_stars,1,301,454,6,Terminal_B,225,0,114,0.0,0,640,480,154
synthetic_0113_target_with_stars.png,2,target_with_stars,1,548,346,6,Terminal_B,233,0,127,0.0,0,640,480,155
synthetic_0114_target_with_stars.png,2,target_with_stars,1,429,418,7,Terminal_B,252,0,83,0.0,0,640,480,156
synthetic_0115_target_with_stars.png,2,target_with_stars,1,376,139,6,Terminal_B,237,0,65,0.0,0,640,480,157
synthetic_0116_target_with_stars.png,2,target_with_stars,1,562,371,6,Terminal_B,251,0,49,0.0,0,640,480,158
synthetic_0117_target_with_stars.png,2,target_with_stars,1,412,447,5,Terminal_B,248,0,66,0.0,0,640,480,159
synthetic_0118_target_with_stars.png,2,target_with_stars,1,291,110,8,Terminal_B,243,0,53,0.0,0,640,480,160
synthetic_0119_target_with_stars.png,2,target_with_stars,1,468,227,5,Terminal_B,251,0,105,0.0,0,640,480,161
synthetic_0120_target_with_stars.png,2,target_with_stars,1,221,145,7,Terminal_B,226,0,87,0.0,0,640,480,162
synthetic_0121_target_with_stars.png,2,target_with_stars,1,442,449,7,Terminal_B,231,0,113,0.0,0,640,480,163
synthetic_0122_target_with_stars.png,2,target_with_stars,1,595,110,6,Terminal_B,250,0,56,0.0,0,640,480,164
synthetic_0123_target_with_stars.png,2,target_with_stars,1,450,44,7,Terminal_B,232,0,70,0.0,0,640,480,165
synthetic_0124_target_with_stars.png,2,target_with_stars,1,289,372,5,Terminal_B,250,0,99,0.0,0,640,480,166
synthetic_0125_target_with_stars.png,2,target_with_stars,1,232,147,6,Terminal_B,237,0,47,0.0,0,640,480,167
synthetic_0126_target_with_stars.png,2,target_with_stars,1,224,279,7,Terminal_B,252,0,95,0.0,0,640,480,168
synthetic_0127_target_with_stars.png,2,target_with_stars,1,403,270,7,Terminal_B,232,0,78,0.0,0,640,480,169
synthetic_0128_target_with_stars.png,2,target_with_stars,1,508,23,6,Terminal_B,233,0,72,0.0,0,640,480,170
synthetic_0129_target_with_stars.png,2,target_with_stars,1,434,360,8,Terminal_B,255,0,46,0.0,0,640,480,171
synthetic_0130_target_with_stars.png,2,target_with_stars,1,159,122,8,Terminal_B,246,0,76,0.0,0,640,480,172
synthetic_0131_target_with_stars.png,2,target_with_stars,1,245,30,6,Terminal_B,228,0,82,0.0,0,640,480,173
synthetic_0132_target_with_stars.png,2,target_with_stars,1,557,203,7,Terminal_B,254,0,93,0.0,0,640,480,174
synthetic_0133_target_with_stars.png,2,target_with_stars,1,574,105,7,Terminal_B,246,0,98,0.0,0,640,480,175
synthetic_0134_target_with_stars.png,2,target_with_stars,1,265,357,7,Terminal_B,251,0,93,0.0,0,640,480,176
synthetic_0135_target_with_stars.png,2,target_with_stars,1,417,450,5,Terminal_B,255,0,92,0.0,0,640,480,177
synthetic_0136_target_with_stars.png,2,target_with_stars,1,444,237,8,Terminal_B,231,0,52,0.0,0,640,480,178
synthetic_0137_target_with_stars.png,2,target_with_stars,1,296,250,6,Terminal_B,225,0,123,0.0,0,640,480,179
synthetic_0138_target_with_stars.png,2,target_with_stars,1,456,318,7,Terminal_B,227,0,67,0.0,0,640,480,180
synthetic_0139_target_with_stars.png,2,target_with_stars,1,30,286,6,Terminal_B,233,0,118,0.0,0,640,480,181
synthetic_0140_target_with_stars.png,2,target_with_stars,1,492,231,8,Terminal_B,233,0,68,0.0,0,640,480,182
synthetic_0141_target_with_stars.png,2,target_with_stars,1,549,187,7,Terminal_B,243,0,60,0.0,0,640,480,183
synthetic_0142_target_with_stars.png,2,target_with_stars,1,335,233,5,Terminal_B,227,0,65,0.0,0,640,480,184
synthetic_0143_target_with_stars.png,2,target_with_stars,1,150,262,7,Terminal_B,233,0,61,0.0,0,640,480,185
synthetic_0144_target_with_stars.png,2,target_with_stars,1,144,223,6,Terminal_B,235,0,53,0.0,0,640,480,186
synthetic_0145_target_with_stars.png,2,target_with_stars,1,319,49,7,Terminal_B,253,0,49,0.0,0,640,480,187
synthetic_0146_target_with_stars.png,2,target_with_stars,1,164,399,7,Terminal_B,233,0,51,0.0,0,640,480,188
synthetic_0147_target_with_stars.png,2,target_with_stars,1,381,315,8,Terminal_B,225,0,72,0.0,0,640,480,189
synthetic_0148_target_with_stars.png,2,target_with_stars,1,266,98,6,Terminal_B,233,0,109,0.0,0,640,480,190
synthetic_0149_target_with_stars.png,2,target_with_stars,1,569,409,7,Terminal_B,243,0,79,0.0,0,640,480,191
synthetic_0150_target_with_stars.png,2,target_with_stars,1,313,96,8,Terminal_B,254,0,112,0.0,0,640,480,192
synthetic_0151_target_with_stars.png,2,target_with_stars,1,517,325,8,Terminal_B,233,0,84,0.0,0,640,480,193
synthetic_0152_target_with_stars.png,2,target_with_stars,1,106,151,6,Terminal_B,254,0,74,0.0,0,640,480,194
synthetic_0153_target_with_stars.png,2,target_with_stars,1,276,151,6,Terminal_B,237,0,53,0.0,0,640,480,195
synthetic_0154_target_with_stars.png,2,target_with_stars,1,499,137,7,Terminal_B,239,0,73,0.0,0,640,480,196
synthetic_0155_target_with_stars.png,2,target_with_stars,1,37,213,6,Terminal_B,248,0,83,0.0,0,640,480,197
synthetic_0156_target_with_stars.png,2,target_with_stars,1,547,411,8,Terminal_B,245,0,86,0.0,0,640,480,198
synthetic_0157_target_with_stars.png,2,target_with_stars,1,215,233,8,Terminal_B,253,0,121,0.0,0,640,480,199
synthetic_0158_target_with_stars.png,2,target_with_stars,1,172,198,7,Terminal_B,241,0,119,0.0,0,640,480,200
synthetic_0159_target_with_stars.png,2,target_with_stars,1,588,331,7,Terminal_B,244,0,119,0.0,0,640,480,201
synthetic_0160_target_with_stars.png,2,target_with_stars,1,273,321,5,Terminal_B,245,0,81,0.0,0,640,480,202
synthetic_0161_target_with_stars.png,2,target_with_stars,1,465,114,5,Terminal_B,229,0,78,0.0,0,640,480,203
synthetic_0162_target_with_stars.png,2,target_with_stars,1,248,194,5,Terminal_B,238,0,115,0.0,0,640,480,204
synthetic_0163_target_with_stars.png,2,target_with_stars,1,167,434,6,Terminal_B,246,0,124,0.0,0,640,480,205
synthetic_0164_target_with_stars.png,2,target_with_stars,1,145,216,7,Terminal_B,232,0,51,0.0,0,640,480,206
synthetic_0165_target_with_stars.png,2,target_with_stars,1,576,283,6,Terminal_B,254,0,85,0.0,0,640,480,207
synthetic_0166_target_with_stars.png,2,target_with_stars,1,152,432,8,Terminal_B,238,0,84,0.0,0,640,480,208
synthetic_0167_target_with_stars.png,2,target_with_stars,1,444,398,5,Terminal_B,238,0,50,0.0,0,640,480,209
synthetic_0168_target_with_stars.png,2,target_with_stars,1,369,76,7,Terminal_B,249,0,95,0.0,0,640,480,210
synthetic_0169_target_with_stars.png,2,target_with_stars,1,185,208,7,Terminal_B,237,0,125,0.0,0,640,480,211
synthetic_0170_target_with_stars.png,2,target_with_stars,1,152,124,6,Terminal_B,252,0,64,0.0,0,640,480,212
synthetic_0171_target_with_stars.png,2,target_with_stars,1,499,270,6,Terminal_B,241,0,62,0.0,0,640,480,213
synthetic_0172_target_with_stars.png,2,target_with_stars,1,419,128,8,Terminal_B,252,0,104,0.0,0,640,480,214
synthetic_0173_target_with_stars.png,2,target_with_stars,1,107,149,6,Terminal_B,232,0,96,0.0,0,640,480,215
synthetic_0174_target_with_stars.png,2,target_with_stars,1,466,183,7,Terminal_B,245,0,93,0.0,0,640,480,216
synthetic_0175_target_with_stars.png,2,target_with_stars,1,96,42,7,Terminal_B,254,0,48,0.0,0,640,480,217
synthetic_0176_target_with_stars.png,2,target_with_stars,1,97,64,6,Terminal_B,230,0,102,0.0,0,640,480,218
synthetic_0177_target_with_stars.png,2,target_with_stars,1,257,392,7,Terminal_B,228,0,101,0.0,0,640,480,219
synthetic_0178_target_with_stars.png,2,target_with_stars,1,518,249,5,Terminal_B,242,0,99,0.0,0,640,480,220
synthetic_0179_target_with_stars.png,2,target_with_stars,1,307,375,6,Terminal_B,235,0,109,0.0,0,640,480,221
synthetic_0180_target_with_stars.png,2,target_with_stars,1,219,71,7,Terminal_B,230,0,87,0.0,0,640,480,222
synthetic_0181_target_with_stars.png,2,target_with_stars,1,30,174,7,Terminal_B,230,0,55,0.0,0,640,480,223
synthetic_0182_target_with_stars.png,2,target_with_stars,1,396,238,5,Terminal_B,235,0,88,0.0,0,640,480,224
synthetic_0183_target_with_stars.png,2,target_with_stars,1,545,126,7,Terminal_B,252,0,56,0.0,0,640,480,225
synthetic_0184_target_with_stars.png,2,target_with_stars,1,588,58,6,Terminal_B,228,0,55,0.0,0,640,480,226
synthetic_0185_target_with_stars.png,2,target_with_stars,1,557,208,7,Terminal_B,250,0,121,0.0,0,640,480,227
synthetic_0186_target_with_stars.png,2,target_with_stars,1,205,241,6,Terminal_B,237,0,102,0.0,0,640,480,228
synthetic_0187_target_with_stars.png,2,target_with_stars,1,563,422,7,Terminal_B,233,0,116,0.0,0,640,480,229
synthetic_0188_target_with_stars.png,2,target_with_stars,1,295,103,6,Terminal_B,226,0,80,0.0,0,640,480,230
synthetic_0189_target_with_stars.png,2,target_with_stars,1,384,407,7,Terminal_B,242,0,93,0.0,0,640,480,231
synthetic_0190_target_with_stars.png,2,target_with_stars,1,269,218,6,Terminal_B,255,0,118,0.0,0,640,480,232
synthetic_0191_target_with_stars.png,2,target_with_stars,1,383,51,6,Terminal_B,252,0,95,0.0,0,640,480,233
synthetic_0192_target_with_stars.png,2,target_with_stars,1,465,70,6,Terminal_B,231,0,108,0.0,0,640,480,234
synthetic_0193_target_with_stars.png,2,target_with_stars,1,320,298,7,Terminal_B,253,0,71,0.0,0,640,480,235
synthetic_0194_target_with_stars.png,2,target_with_stars,1,266,395,8,Terminal_B,251,0,108,0.0,0,640,480,236
synthetic_0195_target_with_stars.png,2,target_with_stars,1,356,171,6,Terminal_B,253,0,123,0.0,0,640,480,237
synthetic_0196_target_with_stars.png,2,target_with_stars,1,325,301,5,Terminal_B,247,0,116,0.0,0,640,480,238
synthetic_0197_target_with_stars.png,2,target_with_stars,1,509,364,7,Terminal_B,232,0,50,0.0,0,640,480,239
synthetic_0198_target_with_stars.png,2,target_with_stars,1,268,322,6,Terminal_B,249,0,120,0.0,0,640,480,240
synthetic_0199_target_with_stars.png,2,target_with_stars,1,245,431,8,Terminal_B,228,0,111,0.0,0,640,480,241
synthetic_0200_varied_target_size_brightness.png,3,varied_target_size_brightness,1,52,309,5,Terminal_B,255,0,0,0.0,0,640,480,242
synthetic_0201_varied_target_size_brightness.png,3,varied_target_size_brightness,1,55,65,10,Terminal_B,254,0,0,0.0,0,640,480,243
synthetic_0202_varied_target_size_brightness.png,3,varied_target_size_brightness,1,177,441,9,Terminal_B,238,0,0,0.0,0,640,480,244
synthetic_0203_varied_target_size_brightness.png,3,varied_target_size_brightness,1,315,44,7,Terminal_B,226,0,0,0.0,0,640,480,245
synthetic_0204_varied_target_size_brightness.png,3,varied_target_size_brightness,1,538,445,8,Terminal_B,219,0,0,0.0,0,640,480,246
synthetic_0205_varied_target_size_brightness.png,3,varied_target_size_brightness,1,140,301,8,Terminal_B,255,0,0,0.0,0,640,480,247
synthetic_0206_varied_target_size_brightness.png,3,varied_target_size_brightness,1,405,321,9,Terminal_B,232,0,0,0.0,0,640,480,248
synthetic_0207_varied_target_size_brightness.png,3,varied_target_size_brightness,1,535,448,8,Terminal_B,234,0,0,0.0,0,640,480,249
synthetic_0208_varied_target_size_brightness.png,3,varied_target_size_brightness,1,185,334,9,Terminal_B,242,0,0,0.0,0,640,480,250
synthetic_0209_varied_target_size_brightness.png,3,varied_target_size_brightness,1,421,392,9,Terminal_B,251,0,0,0.0,0,640,480,251
synthetic_0210_varied_target_size_brightness.png,3,varied_target_size_brightness,1,572,292,8,Terminal_B,238,0,0,0.0,0,640,480,252
synthetic_0211_varied_target_size_brightness.png,3,varied_target_size_brightness,1,567,111,9,Terminal_B,237,0,0,0.0,0,640,480,253
synthetic_0212_varied_target_size_brightness.png,3,varied_target_size_brightness,1,128,70,4,Terminal_B,211,0,0,0.0,0,640,480,254
synthetic_0213_varied_target_size_brightness.png,3,varied_target_size_brightness,1,363,248,8,Terminal_B,224,0,0,0.0,0,640,480,255
synthetic_0214_varied_target_size_brightness.png,3,varied_target_size_brightness,1,60,235,9,Terminal_B,217,0,0,0.0,0,640,480,256
synthetic_0215_varied_target_size_brightness.png,3,varied_target_size_brightness,1,148,203,5,Terminal_B,232,0,0,0.0,0,640,480,257
synthetic_0216_varied_target_size_brightness.png,3,varied_target_size_brightness,1,490,432,5,Terminal_B,246,0,0,0.0,0,640,480,258
synthetic_0217_varied_target_size_brightness.png,3,varied_target_size_brightness,1,616,53,7,Terminal_B,223,0,0,0.0,0,640,480,259
synthetic_0218_varied_target_size_brightness.png,3,varied_target_size_brightness,1,219,126,4,Terminal_B,237,0,0,0.0,0,640,480,260
synthetic_0219_varied_target_size_brightness.png,3,varied_target_size_brightness,1,98,153,7,Terminal_B,245,0,0,0.0,0,640,480,261
synthetic_0220_varied_target_size_brightness.png,3,varied_target_size_brightness,1,97,211,6,Terminal_B,216,0,0,0.0,0,640,480,262
synthetic_0221_varied_target_size_brightness.png,3,varied_target_size_brightness,1,248,284,5,Terminal_B,246,0,0,0.0,0,640,480,263
synthetic_0222_varied_target_size_brightness.png,3,varied_target_size_brightness,1,546,273,5,Terminal_B,244,0,0,0.0,0,640,480,264
synthetic_0223_varied_target_size_brightness.png,3,varied_target_size_brightness,1,253,331,10,Terminal_B,215,0,0,0.0,0,640,480,265
synthetic_0224_varied_target_size_brightness.png,3,varied_target_size_brightness,1,226,223,8,Terminal_B,248,0,0,0.0,0,640,480,266
synthetic_0225_varied_target_size_brightness.png,3,varied_target_size_brightness,1,465,87,5,Terminal_B,251,0,0,0.0,0,640,480,267
synthetic_0226_varied_target_size_brightness.png,3,varied_target_size_brightness,1,571,248,5,Terminal_B,252,0,0,0.0,0,640,480,268
synthetic_0227_varied_target_size_brightness.png,3,varied_target_size_brightness,1,196,116,8,Terminal_B,237,0,0,0.0,0,640,480,269
synthetic_0228_varied_target_size_brightness.png,3,varied_target_size_brightness,1,449,330,8,Terminal_B,240,0,0,0.0,0,640,480,270
synthetic_0229_varied_target_size_brightness.png,3,varied_target_size_brightness,1,321,53,10,Terminal_B,235,0,0,0.0,0,640,480,271
synthetic_0230_varied_target_size_brightness.png,3,varied_target_size_brightness,1,528,128,5,Terminal_B,220,0,0,0.0,0,640,480,272
synthetic_0231_varied_target_size_brightness.png,3,varied_target_size_brightness,1,526,72,7,Terminal_B,243,0,0,0.0,0,640,480,273
synthetic_0232_varied_target_size_brightness.png,3,varied_target_size_brightness,1,494,324,7,Terminal_B,232,0,0,0.0,0,640,480,274
synthetic_0233_varied_target_size_brightness.png,3,varied_target_size_brightness,1,586,60,8,Terminal_B,215,0,0,0.0,0,640,480,275
synthetic_0234_varied_target_size_brightness.png,3,varied_target_size_brightness,1,523,35,6,Terminal_B,224,0,0,0.0,0,640,480,276
synthetic_0235_varied_target_size_brightness.png,3,varied_target_size_brightness,1,352,121,7,Terminal_B,225,0,0,0.0,0,640,480,277
